Year,Home_Team,HTScore,Away_Team,ATScore,Winner,Winning_score,Loser,Losing_score,Draw
2003,"
Saracens ",32," Newcastle Falcons
",27,"
Saracens ",32," Newcastle Falcons
",27,0

2003,"
Wasps ",22," Harlequins
",21,"
Wasps ",22," Harlequins
",21,0

2003,"
Leicester Tigers ",30," Harlequins
",21,"
Leicester Tigers ",30," Harlequins
",21,0

2003,"
London Irish ",20," Bath Rugby
",21," Bath Rugby
",21,"
London Irish ",20,0

2003,"
Sale Sharks ",38," Gloucester Rugby
",20,"
Sale Sharks ",38," Gloucester Rugby
",20,0

2003,"
Bath Rugby ",23," London Irish
",21,"
Bath Rugby ",23," London Irish
",21,0

2003,"
Harlequins ",20," Leicester Tigers
",23," Leicester Tigers
",23,"
Harlequins ",20,0

2003,"
Northampton Saints ",24,"Saracens
",3 ,"Saracens
",3 ,"
Northampton Saints ",24,0

2003,"
Leeds Tykes ",30," Newcastle Falcons
",30,Draw,0,Draw,0,1

2003,"
Wasps ",39," Rotherham Titans
",11,"
Wasps ",39," Rotherham Titans
",11,0

2003,"
Rotherham Titans ",20," Leeds Tykes
",34," Leeds Tykes
",34,"
Rotherham Titans ",20,0

2003,"
Bath Rugby ",16," Sale Sharks
",12,"
Bath Rugby ",16," Sale Sharks
",12,0

2003,"
Saracens", 8," Gloucester Rugby
",16,"
Saracens", 8," Gloucester Rugby
",16,0

2003,"
London Irish ",15," Harlequins
",15,Draw,0,Draw,0,1

2003,"
Newcastle Falcons ",25," Leicester Tigers
",25,Draw,0,Draw,0,1

2003,"
Wasps ",31,"Northampton Saints
",5 ,"Northampton Saints
",5 ,"
Wasps ",31,0

2003,"
Harlequins ",43," Rotherham Titans
",20,"
Harlequins ",43," Rotherham Titans
",20,0

2003,"
Leicester Tigers ",38," Saracens
",10,"
Leicester Tigers ",38," Saracens
",10,0

2003,"
Northampton Saints ",16,"Bath Rugby
",6 ,"Bath Rugby
",6 ,"
Northampton Saints ",16,0

2003,"
Leeds Tykes", 7," Wasps
",11,"
Leeds Tykes", 7," Wasps
",11,0

2003,"
Gloucester Rugby ",28," London Irish
",13,"
Gloucester Rugby ",28," London Irish
",13,0

2003,"
Sale Sharks ",41," Newcastle Falcons
",16,"
Sale Sharks ",41," Newcastle Falcons
",16,0

2003,"
Gloucester Rugby ",28," Wasps
",25,"
Gloucester Rugby ",28," Wasps
",25,0

2003,"
Leicester Tigers ",75," Rotherham Titans
",13,"
Leicester Tigers ",75," Rotherham Titans
",13,0

2003,"
Harlequins ",25," Bath Rugby
",22,"
Harlequins ",25," Bath Rugby
",22,0

2003,"
Leeds Tykes ",15," Northampton Saints
",31," Northampton Saints
",31,"
Leeds Tykes ",15,0

2003,"
Newcastle Falcons ",15," London Irish
",16," London Irish
",16,"
Newcastle Falcons ",15,0

2003,"
Saracens ",39," Sale Sharks
",23,"
Saracens ",39," Sale Sharks
",23,0

2003,"
Bath Rugby ",41,"Gloucester Rugby
",7 ,"Gloucester Rugby
",7 ,"
Bath Rugby ",41,0

2003,"
Leeds Tykes ",20," Sale Sharks
",31," Sale Sharks
",31,"
Leeds Tykes ",20,0

2003,"
London Irish ",14," Saracens
",20," Saracens
",20,"
London Irish ",14,0

2003,"
Northampton Saints ",18," Harlequins
",17,"
Northampton Saints ",18," Harlequins
",17,0

2003,"
Rotherham Titans ",20," Newcastle Falcons
",26," Newcastle Falcons
",26,"
Rotherham Titans ",20,0

2003,"
Wasps ",17," Leicester Tigers
",48," Leicester Tigers
",48,"
Wasps ",17,0

2003,      Wasps ,57," Northampton Saints
",20,      Wasps ,57," Northampton Saints
",20,0

2003,      Bath Rugby, 6," Wasps
",10,      Bath Rugby, 6," Wasps
",10,0

2004,"
London Irish ",18," Harlequins
",12,"
London Irish ",18," Harlequins
",12,0

2004,"
Northampton Saints ",29," Bath Rugby
",14,"
Northampton Saints ",29," Bath Rugby
",14,0

2004,"
Saracens ",13," Wasps
",11,"
Saracens ",13," Wasps
",11,0

2004,"
Sale Sharks ",26," Leicester Tigers
",19,"
Sale Sharks ",26," Leicester Tigers
",19,0

2004,"
Leeds Tykes ",16," Gloucester Rugby
",21," Gloucester Rugby
",21,"
Leeds Tykes ",16,0

2004,"
Worcester Warriors", 9," Newcastle Falcons
",30,"
Worcester Warriors", 9," Newcastle Falcons
",30,0

2004,"
Bath Rugby ",18," Newcastle Falcons
",33," Newcastle Falcons
",33,"
Bath Rugby ",18,0

2004,"
Wasps ",30," Sale Sharks
",33," Sale Sharks
",33,"
Wasps ",30,0

2004,"
Gloucester Rugby ",23," London Irish
",16,"
Gloucester Rugby ",23," London Irish
",16,0

2004,"
Harlequins ",13," Northampton Saints
",45," Northampton Saints
",45,"
Harlequins ",13,0

2004,"
Leicester Tigers ",42," Leeds Tykes
",20,"
Leicester Tigers ",42," Leeds Tykes
",20,0

2004,"
Saracens ",16," Worcester Warriors
",10,"
Saracens ",16," Worcester Warriors
",10,0

2004,"
Sale Sharks ",25," Saracens
",15,"
Sale Sharks ",25," Saracens
",15,0

2004,"
Worcester Warriors ",22," Bath Rugby
",26," Bath Rugby
",26,"
Worcester Warriors ",22,0

2004,"
Northampton Saints ",12," Gloucester Rugby
",18," Gloucester Rugby
",18,"
Northampton Saints ",12,0

2004,"
London Irish ",22," Leicester Tigers
",39," Leicester Tigers
",39,"
London Irish ",22,0

2004,"
Newcastle Falcons ",22," Harlequins
",21,"
Newcastle Falcons ",22," Harlequins
",21,0

2004,"
Leeds Tykes", 9," Wasps
",13,"
Leeds Tykes", 9," Wasps
",13,0

2004,"
Sale Sharks ",57,"Worcester Warriors
",3 ,"
Sale Sharks ",57,"Worcester Warriors
",3 ,0

2004,"
Gloucester Rugby ",31," Newcastle Falcons
",17,"
Gloucester Rugby ",31," Newcastle Falcons
",17,0

2004,"
Leicester Tigers ",32," Northampton Saints
",13,"
Leicester Tigers ",32," Northampton Saints
",13,0

2004,"
Harlequins ",10," Bath Rugby
",18," Bath Rugby
",18,"
Harlequins ",10,0

2004,"
Saracens ",23," Leeds Tykes
",29," Leeds Tykes
",29,"
Saracens ",23,0

2004,"
Wasps ",35," London Irish
",26,"
Wasps ",35," London Irish
",26,0

2004,"
Worcester Warriors ",33,"Harlequins
",7 ,"Harlequins
",7 ,"
Worcester Warriors ",33,0

2004,"
Bath Rugby ",29," Gloucester Rugby
",14,"
Bath Rugby ",29," Gloucester Rugby
",14,0

2004,"
Newcastle Falcons ",15," Leicester Tigers
",44," Leicester Tigers
",44,"
Newcastle Falcons ",15,0

2004,"
Northampton Saints", 9," Wasps
",10,"
Northampton Saints", 9," Wasps
",10,0

2004,"
Leeds Tykes ",11," Sale Sharks
",14," Sale Sharks
",14,"
Leeds Tykes ",11,0

2004,"
London Irish ",20,"Saracens
",3 ,"Saracens
",3 ,"
London Irish ",20,0

2004,"
Sale Sharks ",16," London Irish
",17," London Irish
",17,"
Sale Sharks ",16,0

2004,"
Leicester Tigers ",16," Bath Rugby
",16,Draw,0,Draw,0,1

2004,"
Gloucester Rugby ",29," Harlequins
",23,"
Gloucester Rugby ",29," Harlequins
",23,0

2004,"
Leeds Tykes ",24," Worcester Warriors
",19,"
Leeds Tykes ",24," Worcester Warriors
",19,0

2004,"
Saracens ",23," Northampton Saints
",12,"
Saracens ",23," Northampton Saints
",12,0

2004,"
Wasps ",43," Newcastle Falcons
",29,"
Wasps ",43," Newcastle Falcons
",29,0

2004,"
Worcester Warriors ",13," Gloucester Rugby
",18," Gloucester Rugby
",18,"
Worcester Warriors ",13,0

2004,"
Bath Rugby ",16," Wasps
",19," Wasps
",19,"
Bath Rugby ",16,0

2004,"
Harlequins", 9," Leicester Tigers
",15,"
Harlequins", 9," Leicester Tigers
",15,0

2004,"
London Irish ",12," Leeds Tykes
",16," Leeds Tykes
",16,"
London Irish ",12,0

2004,"
Northampton Saints", 6," Sale Sharks
",23,"
Northampton Saints", 6," Sale Sharks
",23,0

2004,"
Newcastle Falcons ",20," Saracens
",20,Draw,0,Draw,0,1

2004,"
Sale Sharks ",39," Newcastle Falcons
",25,"
Sale Sharks ",39," Newcastle Falcons
",25,0

2004,"
Leeds Tykes ",26," Northampton Saints
",21,"
Leeds Tykes ",26," Northampton Saints
",21,0

2004,"
Wasps ",19," Harlequins
",16,"
Wasps ",19," Harlequins
",16,0

2004,"
Leicester Tigers ",28," Gloucester Rugby
",13,"
Leicester Tigers ",28," Gloucester Rugby
",13,0

2004,"
Saracens ",30," Bath Rugby
",37," Bath Rugby
",37,"
Saracens ",30,0

2004,"
London Irish ",25," Worcester Warriors
",15,"
London Irish ",25," Worcester Warriors
",15,0

2004,"
Gloucester Rugby ",17," Wasps
",27," Wasps
",27,"
Gloucester Rugby ",17,0

2004,"
Harlequins ",40," Saracens
",10,"
Harlequins ",40," Saracens
",10,0

2004,"
Bath Rugby ",27," Sale Sharks
",13,"
Bath Rugby ",27," Sale Sharks
",13,0

2004,"
Northampton Saints ",20," London Irish
",21," London Irish
",21,"
Northampton Saints ",20,0

2004,"
Worcester Warriors ",11," Leicester Tigers
",38," Leicester Tigers
",38,"
Worcester Warriors ",11,0

2004,"
Newcastle Falcons ",29," Leeds Tykes
",16,"
Newcastle Falcons ",29," Leeds Tykes
",16,0

2004,"
Leeds Tykes ",28," Bath Rugby
",30," Bath Rugby
",30,"
Leeds Tykes ",28,0

2004,"
Sale Sharks ",13," Harlequins
",19," Harlequins
",19,"
Sale Sharks ",13,0

2004,"
Northampton Saints", 6," Worcester Warriors
",17,"
Northampton Saints", 6," Worcester Warriors
",17,0

2004,"
London Irish ",21," Newcastle Falcons
",15,"
London Irish ",21," Newcastle Falcons
",15,0

2004,"
Saracens ",14,"Gloucester Rugby
",9 ,"Gloucester Rugby
",9 ,"
Saracens ",14,0

2004,"
Wasps ",17," Leicester Tigers
",17,Draw,0,Draw,0,1

2004,"
Gloucester Rugby ",24," Sale Sharks
",14,"
Gloucester Rugby ",24," Sale Sharks
",14,0

2004,"
Worcester Warriors ",27," Wasps
",24,"
Worcester Warriors ",27," Wasps
",24,0

2004,"
Leicester Tigers ",21,"Saracens
",9 ,"Saracens
",9 ,"
Leicester Tigers ",21,0

2004,"
Bath Rugby ",27," London Irish
",15,"
Bath Rugby ",27," London Irish
",15,0

2004,"
Newcastle Falcons ",27," Northampton Saints
",16,"
Newcastle Falcons ",27," Northampton Saints
",16,0

2004,"
Harlequins ",31," Leeds Tykes
",17,"
Harlequins ",31," Leeds Tykes
",17,0

2004,"
Saracens", 8,"Harlequins
",8 ,"
Saracens", 8,"Harlequins
",8 ,0

2004,"
Leeds Tykes ",11," Newcastle Falcons
",15," Newcastle Falcons
",15,"
Leeds Tykes ",11,0

2004,"
Leicester Tigers ",50,"Worcester Warriors
",7 ,"Worcester Warriors
",7 ,"
Leicester Tigers ",50,0

2004,"
London Irish ",21," Northampton Saints
",22," Northampton Saints
",22,"
London Irish ",21,0

2004,"
Sale Sharks ",19," Bath Rugby
",10,"
Sale Sharks ",19," Bath Rugby
",10,0

2004,"
Wasps ",33," Gloucester Rugby
",20,"
Wasps ",33," Gloucester Rugby
",20,0

2004,"
Worcester Warriors ",16,"London Irish
",6 ,"London Irish
",6 ,"
Worcester Warriors ",16,0

2004,"
Bath Rugby", 6," Saracens
",13,"
Bath Rugby", 6," Saracens
",13,0

2004,"
Northampton Saints ",18,"Leeds Tykes
",9 ,"Leeds Tykes
",9 ,"
Northampton Saints ",18,0

2004,"
Newcastle Falcons ",30," Sale Sharks
",29,"
Newcastle Falcons ",30," Sale Sharks
",29,0

2004,"
Harlequins ",15," Wasps
",27," Wasps
",27,"
Harlequins ",15,0

2004,"
Gloucester Rugby ",13," Leicester Tigers
",28," Leicester Tigers
",28,"
Gloucester Rugby ",13,0

2004,"
Saracens ",32," Newcastle Falcons
",13,"
Saracens ",32," Newcastle Falcons
",13,0

2004,"
Leeds Tykes ",16,"London Irish
",5 ,"London Irish
",5 ,"
Leeds Tykes ",16,0

2004,"
Sale Sharks ",37," Northampton Saints
",24,"
Sale Sharks ",37," Northampton Saints
",24,0

2004,"
Gloucester Rugby ",28," Worcester Warriors
",16,"
Gloucester Rugby ",28," Worcester Warriors
",16,0

2004,"
Leicester Tigers ",32," Harlequins
",17,"
Leicester Tigers ",32," Harlequins
",17,0

2004,"
Wasps", 9," Bath Rugby
",12,"
Wasps", 9," Bath Rugby
",12,0

2004,"
Worcester Warriors ",22," Leeds Tykes
",15,"
Worcester Warriors ",22," Leeds Tykes
",15,0

2004,"
Harlequins ",38,"Gloucester Rugby
",9 ,"Gloucester Rugby
",9 ,"
Harlequins ",38,0

2004,"
Northampton Saints ",20," Saracens
",21," Saracens
",21,"
Northampton Saints ",20,0

2004,"
Bath Rugby", 6,"Leicester Tigers
",6 ,"
Bath Rugby", 6,"Leicester Tigers
",6 ,0

2004,"
Newcastle Falcons ",29," Wasps
",28,"
Newcastle Falcons ",29," Wasps
",28,0

2004,"
London Irish", 6,"Sale Sharks
",9 ,"
London Irish", 6,"Sale Sharks
",9 ,0

2004,"
Sale Sharks ",19," Leeds Tykes
",10,"
Sale Sharks ",19," Leeds Tykes
",10,0

2004,"
Harlequins", 9," Worcester Warriors
",15,"
Harlequins", 9," Worcester Warriors
",15,0

2004,"
Gloucester Rugby ",17," Bath Rugby
",16,"
Gloucester Rugby ",17," Bath Rugby
",16,0

2004,"
Leicester Tigers ",83," Newcastle Falcons
",10,"
Leicester Tigers ",83," Newcastle Falcons
",10,0

2004,"
Saracens ",12," London Irish
",30," London Irish
",30,"
Saracens ",12,0

2004,"
Wasps ",39,"Northampton Saints
",9 ,"Northampton Saints
",9 ,"
Wasps ",39,0

2004,"
Leeds Tykes", 5," Saracens
",14,"
Leeds Tykes", 5," Saracens
",14,0

2004,"
Worcester Warriors ",23," Sale Sharks
",10,"
Worcester Warriors ",23," Sale Sharks
",10,0

2004,"
Bath Rugby ",15," Harlequins
",17," Harlequins
",17,"
Bath Rugby ",15,0

2004,"
Northampton Saints ",26," Leicester Tigers
",11,"
Northampton Saints ",26," Leicester Tigers
",11,0

2004,"
London Irish ",19," Wasps
",33," Wasps
",33,"
London Irish ",19,0

2004,"
Newcastle Falcons ",27," Gloucester Rugby
",27,Draw,0,Draw,0,1

2004,"
Leicester Tigers ",15,"London Irish
",6 ,"London Irish
",6 ,"
Leicester Tigers ",15,0

2004,"
Bath Rugby ",18," Worcester Warriors
",10,"
Bath Rugby ",18," Worcester Warriors
",10,0

2004,"
Gloucester Rugby ",18," Northampton Saints
",26," Northampton Saints
",26,"
Gloucester Rugby ",18,0

2004,"
Harlequins ",39," Newcastle Falcons
",23,"
Harlequins ",39," Newcastle Falcons
",23,0

2004,"
Saracens ",32," Sale Sharks
",19,"
Saracens ",32," Sale Sharks
",19,0

2004,"
Wasps ",30," Leeds Tykes
",15,"
Wasps ",30," Leeds Tykes
",15,0

2004,"
Sale Sharks ",25," Wasps
",27," Wasps
",27,"
Sale Sharks ",25,0

2004,"
Worcester Warriors ",18," Saracens
",19," Saracens
",19,"
Worcester Warriors ",18,0

2004,"
Northampton Saints ",22," Harlequins
",20,"
Northampton Saints ",22," Harlequins
",20,0

2004,"
London Irish ",12," Gloucester Rugby
",13," Gloucester Rugby
",13,"
London Irish ",12,0

2004,"
Leeds Tykes ",23," Leicester Tigers
",22,"
Leeds Tykes ",23," Leicester Tigers
",22,0

2004,"
Newcastle Falcons", 5,"Bath Rugby
",9 ,"
Newcastle Falcons", 5,"Bath Rugby
",9 ,0

2004,"
Bath Rugby ",30," Northampton Saints
",12,"
Bath Rugby ",30," Northampton Saints
",12,0

2004,"
Gloucester Rugby ",15," Leeds Tykes
",33," Leeds Tykes
",33,"
Gloucester Rugby ",15,0

2004,"
Harlequins ",20," London Irish
",25," London Irish
",25,"
Harlequins ",20,0

2004,"
Leicester Tigers ",45," Sale Sharks
",15,"
Leicester Tigers ",45," Sale Sharks
",15,0

2004,"
Newcastle Falcons ",16," Worcester Warriors
",21," Worcester Warriors
",21,"
Newcastle Falcons ",16,0

2004,"
Wasps ",45," Saracens
",24,"
Wasps ",45," Saracens
",24,0

2004,"
Northampton Saints ",23," Newcastle Falcons
",22,"
Northampton Saints ",23," Newcastle Falcons
",22,0

2004,"
Sale Sharks ",35," Gloucester Rugby
",17,"
Sale Sharks ",35," Gloucester Rugby
",17,0

2004,"
Wasps ",32," Worcester Warriors
",17,"
Wasps ",32," Worcester Warriors
",17,0

2004,"
Saracens ",19," Leicester Tigers
",17,"
Saracens ",19," Leicester Tigers
",17,0

2004,"
London Irish ",19," Bath Rugby
",21," Bath Rugby
",21,"
London Irish ",19,0

2004,"
Leeds Tykes ",21," Harlequins
",10,"
Leeds Tykes ",21," Harlequins
",10,0

2004,"
Bath Rugby", 6," Leeds Tykes
",10,"
Bath Rugby", 6," Leeds Tykes
",10,0

2004,"
Gloucester Rugby ",13," Saracens
",14," Saracens
",14,"
Gloucester Rugby ",13,0

2004,"
Harlequins ",22," Sale Sharks
",23," Sale Sharks
",23,"
Harlequins ",22,0

2004,"
Leicester Tigers ",45," Wasps
",10,"
Leicester Tigers ",45," Wasps
",10,0

2004,"
Newcastle Falcons ",23," London Irish
",16,"
Newcastle Falcons ",23," London Irish
",16,0

2004,"
Worcester Warriors ",21," Northampton Saints
",19,"
Worcester Warriors ",21," Northampton Saints
",19,0

2004,      Wasps ,43," Sale Sharks
",22,      Wasps ,43," Sale Sharks
",22,0

2004,      Leicester Tigers ,14," Wasps
",39," Wasps
",39,      Leicester Tigers ,14,0

2005,"
Sale Sharks ",26," Newcastle Falcons
",25,"
Sale Sharks ",26," Newcastle Falcons
",25,0

2005,"
Wasps ",23," Saracens
",11,"
Wasps ",23," Saracens
",11,0

2005,"
Leicester Tigers ",32,"Northampton Saints
",0 ,"
Leicester Tigers ",32,"Northampton Saints
",0 ,0

2005,"
Leeds Tykes ",11," London Irish
",27," London Irish
",27,"
Leeds Tykes ",11,0

2005,"
Bristol Bears ",19," Bath Rugby
",16,"
Bristol Bears ",19," Bath Rugby
",16,0

2005,"
Worcester Warriors ",15," Gloucester Rugby
",15,Draw,0,Draw,0,1

2005,"
Bath Rugby", 9," Northampton Saints
",17,"
Bath Rugby", 9," Northampton Saints
",17,0

2005,"
Wasps ",29," Leicester Tigers
",29,Draw,0,Draw,0,1

2005,"
Gloucester Rugby ",21," Sale Sharks
",18,"
Gloucester Rugby ",21," Sale Sharks
",18,0

2005,"
Newcastle Falcons ",14," Bristol Bears
",16," Bristol Bears
",16,"
Newcastle Falcons ",14,0

2005,"
London Irish ",15," Worcester Warriors
",20," Worcester Warriors
",20,"
London Irish ",15,0

2005,"
Saracens ",34," Leeds Tykes
",16,"
Saracens ",34," Leeds Tykes
",16,0

2005,"
Sale Sharks ",29,"London Irish
",3 ,"London Irish
",3 ,"
Sale Sharks ",29,0

2005,"
Worcester Warriors ",25," Saracens
",24,"
Worcester Warriors ",25," Saracens
",24,0

2005,"
Northampton Saints", 9," Newcastle Falcons
",16,"
Northampton Saints", 9," Newcastle Falcons
",16,0

2005,"
Leicester Tigers ",40," Bath Rugby
",26,"
Leicester Tigers ",40," Bath Rugby
",26,0

2005,"
Leeds Tykes ",23," Wasps
",47," Wasps
",47,"
Leeds Tykes ",23,0

2005,"
Bristol Bears", 9," Gloucester Rugby
",41,"
Bristol Bears", 9," Gloucester Rugby
",41,0

2005,"
Gloucester Rugby ",28," Northampton Saints
",24,"
Gloucester Rugby ",28," Northampton Saints
",24,0

2005,"
London Irish ",24," Bristol Bears
",22,"
London Irish ",24," Bristol Bears
",22,0

2005,"
Leeds Tykes ",20," Leicester Tigers
",28," Leicester Tigers
",28,"
Leeds Tykes ",20,0

2005,"
Newcastle Falcons ",16," Bath Rugby
",27," Bath Rugby
",27,"
Newcastle Falcons ",16,0

2005,"
Saracens ",32," Sale Sharks
",40," Sale Sharks
",40,"
Saracens ",32,0

2005,"
Wasps ",34," Worcester Warriors
",20,"
Wasps ",34," Worcester Warriors
",20,0

2005,"
Leicester Tigers ",16," Newcastle Falcons
",16,Draw,0,Draw,0,1

2005,"
Sale Sharks ",18," Wasps
",10,"
Sale Sharks ",18," Wasps
",10,0

2005,"
Worcester Warriors ",22," Leeds Tykes
",15,"
Worcester Warriors ",22," Leeds Tykes
",15,0

2005,"
Bath Rugby ",18," Gloucester Rugby
",16,"
Bath Rugby ",18," Gloucester Rugby
",16,0

2005,"
Northampton Saints ",25," London Irish
",23,"
Northampton Saints ",25," London Irish
",23,0

2005,"
Bristol Bears ",11," Saracens
",23," Saracens
",23,"
Bristol Bears ",11,0

2005,"
Wasps ",21," Bristol Bears
",16,"
Wasps ",21," Bristol Bears
",16,0

2005,"
Worcester Warriors ",15," Leicester Tigers
",11,"
Worcester Warriors ",15," Leicester Tigers
",11,0

2005,"
Leeds Tykes ",11," Sale Sharks
",17," Sale Sharks
",17,"
Leeds Tykes ",11,0

2005,"
Gloucester Rugby ",27," Newcastle Falcons
",20,"
Gloucester Rugby ",27," Newcastle Falcons
",20,0

2005,"
London Irish ",36," Bath Rugby
",13,"
London Irish ",36," Bath Rugby
",13,0

2005,"
Saracens ",28," Northampton Saints
",22,"
Saracens ",28," Northampton Saints
",22,0

2005,"
Newcastle Falcons ",20," London Irish
",23," London Irish
",23,"
Newcastle Falcons ",20,0

2005,"
Sale Sharks ",24," Worcester Warriors
",13,"
Sale Sharks ",24," Worcester Warriors
",13,0

2005,"
Northampton Saints ",13," Wasps
",21," Wasps
",21,"
Northampton Saints ",13,0

2005,"
Leicester Tigers ",25," Gloucester Rugby
",20,"
Leicester Tigers ",25," Gloucester Rugby
",20,0

2005,"
Bath Rugby ",12," Saracens
",12,Draw,0,Draw,0,1

2005,"
Bristol Bears ",32,"Leeds Tykes
",6 ,"Leeds Tykes
",6 ,"
Bristol Bears ",32,0

2005,"
Sale Sharks ",24," Leicester Tigers
",16,"
Sale Sharks ",24," Leicester Tigers
",16,0

2005,"
Worcester Warriors ",24," Bristol Bears
",15,"
Worcester Warriors ",24," Bristol Bears
",15,0

2005,"
Leeds Tykes ",28," Northampton Saints
",25,"
Leeds Tykes ",28," Northampton Saints
",25,0

2005,"
London Irish ",25," Gloucester Rugby
",10,"
London Irish ",25," Gloucester Rugby
",10,0

2005,"
Saracens ",27," Newcastle Falcons
",18,"
Saracens ",27," Newcastle Falcons
",18,0

2005,"
Wasps ",28," Bath Rugby
",20,"
Wasps ",28," Bath Rugby
",20,0

2005,"
Bath Rugby ",12," Leeds Tykes
",16," Leeds Tykes
",16,"
Bath Rugby ",12,0

2005,"
Leicester Tigers ",35,"London Irish
",3 ,"London Irish
",3 ,"
Leicester Tigers ",35,0

2005,"
Gloucester Rugby ",19,"Saracens
",8 ,"Saracens
",8 ,"
Gloucester Rugby ",19,0

2005,"
Northampton Saints ",21," Worcester Warriors
",22," Worcester Warriors
",22,"
Northampton Saints ",21,0

2005,"
Newcastle Falcons ",17," Wasps
",15,"
Newcastle Falcons ",17," Wasps
",15,0

2005,"
Bristol Bears ",22," Sale Sharks
",14,"
Bristol Bears ",22," Sale Sharks
",14,0

2005,"
Worcester Warriors ",18," Bath Rugby
",36," Bath Rugby
",36,"
Worcester Warriors ",18,0
